,Unnamed: 0,aimAction,aimPlayerGridList,avoidCommitPoint,conditionName,crossPoint,decisionSteps,goal,name,noiseNumber,noisePoint,obstacles,playerGrid,reactionTime,target1,target2,targetDiff,trajectory,participantsType,trajLength,goalPosteriorList
90,90,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1)]","[(13, 0), (12, 0), (11, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (6, 0), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (3, 1), (3, 2), (3, 3), (3, 4), (4, 4), (5, 4), (6, 4), (6, 3)]","(12, 2)",expCondition1,"(11, 3)",2,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",maguorong-m-22,2,"[3, 9]","[(13, 1), (11, 1), (13, 3), (10, 5), (9, 7), (10, 6), (3, 6), (3, 9), (4, 7), (7, 5), (9, 5), (9, 10), (7, 8), (8, 7), (1, 11), (4, 8), (4, 9), (14, 13)]","(14, 0)","[791, 983, 1151, 1343, 1703, 1887, 2063, 2263, 2455, 2711, 3063, 3279, 3479, 3719, 4271, 4815, 4999, 5167, 5375, 5567, 5727, 5975]","(11, 8)","(6, 3)",0,"[(14, 0), [13, 0], [12, 0], [12, 0], [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [8, 0], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [6, 3]]",Human,23,"[0.5, 0.7890944556428906, 0.7890944556622513, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
99,99,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[(13, 14), (12, 14), (11, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (6, 13), (6, 12), (6, 11), (6, 10)]","(12, 12)",expCondition2,"(10, 10)",2,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",maguorong-m-22,2,"[3, 7]","[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (3, 8), (2, 9), (5, 3), (5, 7), (13, 4), (1, 9), (9, 7), (10, 3), (1, 6), (5, 14), (4, 7), (4, 1), (3, 1)]","(14, 14)","[841, 1025, 1185, 1361, 1537, 1713, 1905, 2097, 2257, 2520, 2712, 2904, 3088]","(6, 10)","(10, 6)",0,"[(14, 14), [13, 14], [12, 14], [12, 14], [11, 14], [10, 14], [9, 14], [8, 14], [7, 14], [6, 14], [6, 13], [6, 12], [6, 11], [6, 10]]",Human,14,"[0.5, 0.7418573575841464, 0.7418573577696749, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
103,103,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[(13, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (4, 3)]","(13, 2)",expCondition1,"(11, 3)",0,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]",maguorong-m-22,1,[1],"[(13, 1), (11, 1), (13, 3), (6, 5), (10, 7), (7, 9), (14, 13), (6, 11), (3, 5), (5, 10), (7, 5), (6, 4), (1, 5), (3, 8), (4, 13), (2, 5), (8, 10), (7, 13)]","(14, 2)","[1095, 1287, 1471, 1639, 1807, 1975, 2343, 2519, 2703, 2903, 3095, 3351]","(11, 10)","(4, 3)",0,"[(14, 2), [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3]]",Human,13,"[0.5, 0.6923916176022717, 0.8351600606596452, 0.8351600606555316, 0.9999630720264344, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
110,110,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(13, 2), (12, 2), (12, 2), (11, 2), (10, 2), (9, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (4, 3), (4, 4)]","(13, 2)",expCondition2,"(10, 4)",0,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0]",maguorong-m-22,2,"[2, 6]","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (7, 13), (8, 5), (2, 12), (4, 11), (9, 12), (3, 3), (1, 10), (7, 5), (2, 9), (8, 0), (12, 11), (13, 13), (4, 9)]","(14, 2)","[839, 1047, 1207, 1375, 1559, 1711, 1895, 2047, 2215, 2399, 2575, 2767, 3039, 3239]","(10, 10)","(4, 4)",0,"[(14, 2), [13, 2], [13, 2], [12, 2], [11, 2], [10, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3], [4, 4]]",Human,15,"[0.5, 0.5139390215924939, 0.513939021530946, 0.513939021469398, 0.7371209793266236, 0.9997724223856406, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
112,112,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (4, 1), (4, 2), (4, 3), (4, 4)]","(12, 1)",expCondition2,"(10, 4)",1,"[0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",maguorong-m-22,0,[],"[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (1, 12), (4, 8), (2, 12), (6, 9), (9, 10), (8, 10), (4, 10), (3, 0), (9, 13), (2, 7), (14, 9), (5, 11), (13, 12)]","(13, 0)","[856, 1040, 1224, 1392, 1576, 1744, 1912, 2096, 2288, 2536, 2712, 2888, 3080]","(10, 10)","(4, 4)",0,"[(13, 0), [12, 0], [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]",Human,14,"[0.5, 0.5000000117515657, 0.9999999999999976, 0.9999999999999993, 0.9999999999999993, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
117,117,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3)]","(13, 2)",expCondition1,"(11, 3)",1,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]",maguorong-m-22,1,[9],"[(13, 1), (11, 1), (13, 3), (3, 4), (7, 0), (1, 9), (3, 3), (3, 1), (2, 0), (10, 10), (1, 0), (6, 10), (1, 6), (5, 5), (4, 5), (6, 11), (9, 6), (3, 12)]","(14, 1)","[905, 1201, 1385, 1578, 1754, 1930, 2106, 2274, 2458, 2634, 2866, 3074, 3266, 3506, 3690]","(11, 10)","(4, 3)",0,"[(14, 1), [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [4, 2], [4, 3]]",Human,16,"[0.5, 0.4999999976200037, 0.6891700278045174, 0.6891700277990124, 0.9998687210191809, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
130,130,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 1), (13, 1), (12, 1), (11, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3), (4, 4)]","(11, 3)",expCondition1,"(10, 4)",4,"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0]",maguorong-m-22,1,[4],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (3, 2), (9, 9), (3, 6), (7, 11), (4, 5), (4, 6), (2, 6), (14, 12), (5, 8), (8, 6), (7, 12), (5, 10), (5, 9)]","(14, 0)","[1136, 1536, 1704, 1888, 2056, 2216, 2384, 2560, 2728, 2904, 3080, 3264, 3520, 3696, 3880]","(10, 10)","(4, 4)",0,"[(14, 0), [14, 1], [13, 1], [12, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [4, 2], [4, 3], [4, 4]]",Human,16,"[0.5, 0.49302337634006493, 0.49302337581748235, 0.8677960519908776, 0.8677960521622289, 0.8677960523335801, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
147,147,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[(12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (6, 13), (6, 12), (6, 11), (6, 10), (5, 10)]","(12, 13)",expCondition2,"(10, 10)",1,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",maguorong-m-22,0,[],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (1, 9), (3, 11), (9, 2), (2, 1), (5, 5), (4, 7), (14, 10), (3, 8), (13, 4), (4, 8), (1, 2), (12, 4), (4, 4)]","(13, 14)","[1143, 1319, 1479, 1655, 1831, 2007, 2183, 2487, 2807, 2999, 3175, 3479]","(5, 10)","(10, 5)",0,"[(13, 14), [12, 14], [11, 14], [10, 14], [9, 14], [8, 14], [7, 14], [6, 14], [6, 13], [6, 12], [6, 11], [6, 10], [5, 10]]",Human,13,"[0.5, 0.5000000019542837, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
148,148,"[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[(14, 12), (14, 13), (14, 12), (14, 11), (14, 12), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (5, 11)]","(13, 12)",expCondition1,"(11, 11)",1,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",maguorong-m-22,2,"[1, 4]","[(13, 13), (13, 11), (11, 13), (2, 10), (13, 2), (11, 3), (10, 8), (2, 7), (5, 3), (9, 6), (3, 10), (13, 4), (4, 2), (4, 1), (1, 1), (7, 8), (4, 13), (7, 7)]","(14, 13)","[921, 1129, 1537, 1729, 1937, 2153, 2361, 2833, 3009, 3329, 3505, 3665, 3841, 4033, 4193, 4369, 4633]","(5, 11)","(11, 5)",0,"[(14, 13), [14, 14], [14, 13], [14, 12], [14, 13], [14, 12], [14, 11], [14, 10], [13, 10], [12, 10], [11, 10], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [5, 11]]",Human,18,"[0.5, 0.499999999736661, 0.23884351833687567, 0.2388435181453784, 3.463154578519057e-20, 3.4631545748711227e-20, 3.822119343646938e-39, 3.066904824770574e-39, 5.927607295096977e-39, 1.2912367888914386e-38, 3.5629766990172157e-35, 0.8282865166227685, 1.0, 1.0, 1.0, 1.0, 1.0]"
163,163,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[(3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (10, 1), (10, 2), (10, 3)]","(2, 1)",expCondition1,"(3, 3)",0,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",maguorong-m-22,1,[8],"[(1, 1), (1, 3), (3, 1), (11, 13), (11, 5), (7, 12), (7, 8), (13, 1), (13, 7), (1, 5), (13, 12), (10, 9), (0, 4), (9, 6), (10, 8), (13, 6), (6, 13), (1, 8)]","(2, 0)","[815, 975, 1127, 1287, 1495, 1663, 1831, 2023, 2271, 2431, 2598]","(10, 3)","(3, 10)",0,"[(2, 0), [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [10, 1], [10, 2], [10, 3]]",Human,12,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
171,171,"[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[(14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (8, 13), (7, 12), (6, 12), (6, 11), (6, 10)]","(11, 11)",expCondition1,"(10, 10)",4,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",maguorong-m-22,2,"[7, 8]","[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (6, 1), (7, 6), (6, 3), (9, 1), (8, 3), (12, 2), (2, 8), (5, 10), (1, 10), (4, 13), (4, 6), (6, 7), (9, 4)]","(14, 14)","[1024, 1344, 1504, 1680, 1832, 2024, 2184, 2360, 2544, 2744, 3081, 3281]","(6, 10)","(10, 6)",0,"[(14, 14), [14, 13], [13, 13], [12, 13], [11, 13], [10, 13], [9, 13], [9, 13], [8, 12], [7, 12], [6, 12], [6, 11], [6, 10]]",Human,13,"[0.5, 0.492208952971464, 0.4922089529623862, 0.8897597785463784, 0.889759778547178, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
185,185,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[(13, 12), (12, 12), (11, 12), (10, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (5, 11), (5, 10)]","(13, 12)",expCondition2,"(10, 10)",0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",maguorong-m-22,1,[4],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (9, 7), (11, 1), (4, 2), (3, 6), (4, 8), (4, 1), (4, 7), (10, 13), (2, 9), (10, 4), (8, 9), (7, 6), (2, 11)]","(14, 12)","[963, 1155, 1307, 1483, 1659, 1819, 2003, 2178, 2378, 2546, 2730, 3010, 3218]","(5, 10)","(10, 5)",0,"[(14, 12), [13, 12], [12, 12], [11, 12], [12, 12], [11, 12], [10, 12], [9, 12], [8, 12], [7, 12], [6, 12], [5, 12], [5, 11], [5, 10]]",Human,14,"[0.5, 0.5091884108540905, 0.5091884108490784, 0.7321187959613034, 0.9999054603150217, 0.9999641107806971, 0.9999999907258499, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
187,187,"[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]","[(1, 14), (1, 14), (2, 14), (2, 13), (2, 12), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5)]","(4, 10)",expCondition1,"(5, 9)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",maguorong-m-22,2,"[1, 12]","[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (0, 1), (4, 1), (13, 5), (11, 13), (10, 5), (12, 1), (12, 4), (10, 13), (11, 6), (13, 12), (10, 9)]","(0, 14)","[1416, 1608, 1808, 2144, 2720, 2928, 3104, 3304, 3496, 3688, 3880, 4064, 4296, 4752, 5032, 5240, 5424]","(5, 5)","(9, 9)",0,"[(0, 14), [0, 14], [1, 14], [2, 14], [2, 13], [2, 12], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [1, 6], [2, 6], [2, 5], [3, 5], [4, 5], [5, 5]]",Human,18,"[0.5, 0.49988873494064195, 0.49977746989230354, 0.49614962732037915, 0.49614962730948753, 0.4961496273084482, 0.8932562200411586, 0.8932562200419523, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
199,199,"[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[(14, 13), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 13), (6, 13), (5, 13), (4, 13), (4, 12), (5, 13), (5, 12), (5, 11), (5, 10), (5, 9)]","(10, 10)",expCondition1,"(9, 9)",6,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",maguorong-m-22,1,[8],"[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (1, 10), (6, 4), (2, 12), (9, 1), (2, 6), (4, 9), (4, 12), (1, 13), (2, 11), (8, 7), (11, 1)]","(14, 14)","[1032, 1248, 1544, 1728, 1896, 2064, 2240, 2408, 2584, 2792, 2968, 3208, 3384, 3896, 4264, 4464, 4656, 4840]","(5, 9)","(9, 5)",0,"[(14, 14), [14, 13], [14, 12], [13, 12], [12, 12], [11, 12], [10, 12], [9, 12], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [4, 13], [5, 13], [5, 12], [5, 11], [5, 10], [5, 9]]",Human,19,"[0.5, 0.4998867131076602, 0.4962514206086564, 0.49625142059722344, 0.49625142059612626, 0.8997457875597209, 0.8997457875605029, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
203,203,"[(1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]","[(1, 14), (2, 14), (2, 13), (2, 12), (2, 11), (2, 12), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4)]","(4, 10)",expCondition1,"(5, 9)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",maguorong-m-22,1,[5],"[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (2, 2), (12, 8), (8, 2), (9, 3), (13, 13), (13, 2), (11, 1), (4, 2), (13, 8), (8, 5), (8, 1)]","(0, 14)","[1175, 1367, 1695, 1887, 2071, 2255, 2447, 2648, 2880, 3088, 3288, 3488, 3896, 4072, 4368, 4568, 4744]","(5, 4)","(10, 9)",0,"[(0, 14), [1, 14], [2, 14], [2, 13], [2, 12], [2, 13], [2, 12], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4], [3, 4], [4, 4], [5, 4]]",Human,18,"[0.5, 0.4998987872984278, 0.49673894955285136, 0.4967389494218387, 0.49673894940435825, 0.8737495750932379, 0.8737495750855244, 0.9798085339021524, 0.979808533904639, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
210,210,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1), (0, 1)]","[(14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (4, 2), (4, 3), (4, 4)]","(11, 3)",expCondition1,"(10, 4)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",maguorong-m-22,1,[8],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (3, 1), (3, 11), (1, 13), (5, 9), (1, 4), (1, 6), (9, 10), (1, 3), (3, 5), (6, 11), (10, 12), (3, 8), (6, 12)]","(14, 0)","[1184, 1488, 1648, 1816, 1992, 2160, 2320, 2488, 2656, 2824, 2984, 3168, 3640, 3896, 4520, 4879, 5087]","(10, 10)","(4, 4)",0,"[(14, 0), [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [4, 2], [4, 3], [4, 4]]",Human,18,"[0.5, 0.4931929459694064, 0.4931929457813991, 0.8641906192085481, 0.864190619383726, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
219,219,"[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (9, 2), (10, 2), (11, 2), (11, 3), (11, 4), (11, 5), (11, 6)]","(4, 4)",expCondition2,"(6, 6)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",maguorong-m-22,1,[12],"[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (3, 6), (6, 3), (8, 12), (13, 3), (6, 12), (7, 13), (13, 7), (13, 0), (13, 2), (4, 12), (5, 12)]","(0, 0)","[1327, 1887, 2167, 2343, 2519, 2679, 2847, 3007, 3167, 3335, 3511, 3679, 3871, 4111, 4279, 4623, 4807, 4991, 5175]","(11, 6)","(6, 11)",0,"[(0, 0), [0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [8, 2], [9, 2], [10, 2], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6]]",Human,20,"[0.5, 0.4999388105630814, 0.49812249496811756, 0.49812249579760826, 0.49812249601878295, 0.7587437227817385, 0.7587437242815425, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
224,224,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]","[(13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (10, 14), (9, 14), (8, 14), (7, 14), (7, 13), (7, 12), (7, 11)]","(12, 12)",expCondition1,"(11, 11)",2,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",maguorong-m-22,1,[5],"[(13, 13), (13, 11), (11, 13), (4, 4), (2, 1), (5, 3), (13, 4), (6, 6), (3, 2), (9, 9), (4, 10), (2, 14), (3, 12), (6, 14), (2, 8), (7, 2), (10, 1), (14, 6)]","(14, 14)","[865, 1049, 1217, 1393, 1561, 1737, 1905, 2065, 2233, 2497, 2689, 2873]","(7, 11)","(11, 7)",0,"[(14, 14), [13, 14], [12, 14], [11, 14], [10, 14], [11, 14], [10, 14], [9, 14], [8, 14], [7, 14], [7, 13], [7, 12], [7, 11]]",Human,13,"[0.5, 0.8071896477296713, 0.8071896477307556, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
227,227,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[(13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10)]","(12, 12)",expCondition2,"(10, 10)",2,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",maguorong-m-22,1,[6],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (7, 2), (9, 1), (3, 4), (6, 8), (2, 2), (5, 8), (3, 9), (8, 9), (2, 13), (1, 13), (12, 3), (1, 8), (1, 3)]","(14, 14)","[872, 1048, 1208, 1376, 1544, 1736, 1896, 2072, 2248, 2440, 2952, 3256, 3432, 3608, 3800]","(4, 10)","(10, 4)",0,"[(14, 14), [13, 14], [12, 14], [11, 14], [10, 14], [9, 14], [9, 14], [8, 14], [7, 14], [6, 14], [5, 14], [4, 14], [4, 13], [4, 12], [4, 11], [4, 10]]",Human,16,"[0.5, 0.6965832015023184, 0.6965832112187688, 0.9999999999999989, 0.9999999999999996, 0.9999999999999996, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
232,232,"[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 0), (12, 0), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11)]","(10, 4)",expCondition1,"(9, 5)",6,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",maguorong-m-22,1,[10],"[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (12, 12), (8, 7), (7, 7), (1, 11), (1, 8), (8, 11), (7, 11), (7, 6), (8, 13), (2, 6), (1, 10)]","(14, 0)","[1168, 1384, 1696, 1872, 2040, 2200, 2368, 2528, 2688, 2848, 3016, 3200, 3392, 3584, 3776, 4008, 4192, 4360, 4544]","(9, 11)","(3, 5)",0,"[(14, 0), [13, 0], [12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [12, 5], [12, 6], [12, 7], [13, 6], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11], [12, 11], [11, 11], [10, 11], [9, 11]]",Human,20,"[0.5, 0.49989974403833026, 0.49688216492400683, 0.4968821637997212, 0.49688216360392407, 0.8710969901700109, 0.8710969903377994, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
